po_number,supplier_id,supplier_name,part_number,expected_date,received_date,qty_ordered,qty_received,inbound_lead_time_days,discrepancy_qty
PO10306,SUP-003,Supplier C,ZX-9910,2025-10-25,2025-10-26,227,218,1,9
PO10307,SUP-001,Supplier A,MN-5544,2024-10-15,2024-10-20,187,186,5,1
PO10308,SUP-003,Supplier C,AX-4312,2024-03-03,2024-03-11,179,160,8,19
PO10309,SUP-002,Supplier B,AX-4312,2024-12-18,2024-12-19,368,332,1,36
PO10310,SUP-003,Supplier C,ZX-9910,2025-08-30,2025-09-08,322,314,9,8
PO10311,SUP-001,Supplier A,MN-5544,2025-04-29,2025-05-10,87,53,11,34
PO10312,SUP-001,Supplier A,MN-5544,2025-10-05,2025-10-06,118,105,1,13
PO10313,SUP-003,Supplier C,BR-2208,2024-03-28,2024-04-02,186,153,5,33
PO10314,SUP-003,Supplier C,BR-2208,2024-12-03,2024-12-06,84,84,3,0
PO10315,SUP-001,Supplier A,BR-2208,2025-03-09,2025-03-17,369,348,8,21
PO10316,SUP-001,Supplier A,BR-2208,2025-08-12,2025-08-20,316,280,8,36
PO10317,SUP-002,Supplier B,ZX-9910,2025-03-08,2025-03-11,262,226,3,36
PO10318,SUP-001,Supplier A,ZX-9910,2024-10-30,2024-11-04,388,375,5,13
PO10319,SUP-003,Supplier C,AX-4312,2025-11-09,2025-11-19,111,108,10,3
PO10320,SUP-002,Supplier B,AX-4312,2024-07-02,2024-07-11,286,262,9,24
PO10321,SUP-001,Supplier A,ZX-9910,2024-05-30,2024-06-01,345,338,2,7
PO10322,SUP-003,Supplier C,CL-7781,2026-01-11,2026-01-18,153,140,7,13
PO10323,SUP-003,Supplier C,AX-4312,2025-05-20,2025-05-23,174,137,3,37
PO10324,SUP-001,Supplier A,MN-5544,2024-03-14,2024-03-15,72,58,1,14
PO10325,SUP-001,Supplier A,CL-7781,2024-04-24,2024-04-25,202,186,1,16
PO10326,SUP-003,Supplier C,MN-5544,2024-08-21,2024-08-22,358,319,1,39
PO10327,SUP-003,Supplier C,AX-4312,2025-07-29,2025-08-06,88,83,8,5
PO10328,SUP-002,Supplier B,MN-5544,2025-04-10,2025-04-16,116,110,6,6
PO10329,SUP-003,Supplier C,AX-4312,2024-06-21,2024-06-24,91,77,3,14
PO10330,SUP-002,Supplier B,CL-7781,2025-08-04,2025-08-05,280,254,1,26
PO10331,SUP-001,Supplier A,ZX-9910,2025-12-22,2025-12-26,206,169,4,37
PO10332,SUP-002,Supplier B,BR-2208,2024-07-17,2024-07-26,146,110,9,36
PO10333,SUP-002,Supplier B,CL-7781,2024-10-07,2024-10-18,338,335,11,3
PO10334,SUP-002,Supplier B,AX-4312,2024-07-02,2024-07-08,371,362,6,9
PO10335,SUP-002,Supplier B,AX-4312,2024-09-24,2024-09-29,172,163,5,9
PO10336,SUP-003,Supplier C,ZX-9910,2025-01-21,2025-01-22,167,130,1,37
PO10337,SUP-003,Supplier C,MN-5544,2024-03-16,2024-03-20,265,251,4,14
PO10338,SUP-003,Supplier C,CL-7781,2025-12-31,2026-01-08,310,282,8,28
PO10339,SUP-001,Supplier A,MN-5544,2025-05-06,2025-05-10,381,380,4,1
PO10340,SUP-002,Supplier B,AX-4312,2024-07-08,2024-07-19,144,109,11,35
PO10341,SUP-001,Supplier A,AX-4312,2024-05-14,2024-05-18,331,305,4,26
PO10342,SUP-001,Supplier A,ZX-9910,2024-10-14,2024-10-19,197,187,5,10
PO10343,SUP-002,Supplier B,CL-7781,2025-09-03,2025-09-13,87,82,10,5
PO10344,SUP-002,Supplier B,AX-4312,2026-01-23,2026-01-31,72,47,8,25
PO10345,SUP-003,Supplier C,ZX-9910,2025-10-26,2025-11-06,267,255,11,12
PO10346,SUP-001,Supplier A,MN-5544,2024-06-02,2024-06-10,259,235,8,24
PO10347,SUP-002,Supplier B,AX-4312,2024-04-08,2024-04-09,160,121,1,39
PO10348,SUP-002,Supplier B,ZX-9910,2024-06-12,2024-06-23,373,369,11,4
PO10349,SUP-003,Supplier C,CL-7781,2025-10-05,2025-10-13,342,335,8,7
PO10350,SUP-001,Supplier A,BR-2208,2025-11-04,2025-11-14,141,111,10,30
PO10351,SUP-002,Supplier B,MN-5544,2025-07-21,2025-07-31,100,72,10,28
PO10352,SUP-001,Supplier A,BR-2208,2024-07-28,2024-08-05,346,325,8,21
PO10353,SUP-001,Supplier A,MN-5544,2024-09-20,2024-10-01,306,270,11,36
PO10354,SUP-003,Supplier C,MN-5544,2026-02-23,2026-02-28,395,360,5,35
PO10355,SUP-002,Supplier B,CL-7781,2025-09-24,2025-09-30,362,362,6,0
PO10356,SUP-001,Supplier A,AX-4312,2025-06-23,2025-06-29,104,65,6,39
PO10357,SUP-002,Supplier B,AX-4312,2025-01-11,2025-01-16,358,350,5,8
PO10358,SUP-003,Supplier C,BR-2208,2025-02-08,2025-02-18,362,337,10,25
PO10359,SUP-001,Supplier A,MN-5544,2024-06-11,2024-06-20,340,316,9,24
PO10360,SUP-002,Supplier B,AX-4312,2025-06-03,2025-06-13,124,87,10,37
PO10361,SUP-002,Supplier B,BR-2208,2025-01-13,2025-01-15,259,233,2,26
PO10362,SUP-001,Supplier A,AX-4312,2024-03-06,2024-03-08,396,380,2,16
PO10363,SUP-001,Supplier A,AX-4312,2025-04-16,2025-04-27,300,277,11,23
PO10364,SUP-002,Supplier B,CL-7781,2025-07-05,2025-07-14,229,224,9,5
PO10365,SUP-001,Supplier A,CL-7781,2024-09-28,2024-10-03,393,361,5,32
PO10366,SUP-002,Supplier B,AX-4312,2025-04-06,2025-04-07,334,313,1,21
PO10367,SUP-003,Supplier C,BR-2208,2024-03-16,2024-03-26,205,185,10,20
PO10368,SUP-001,Supplier A,ZX-9910,2024-05-09,2024-05-10,386,367,1,19
PO10369,SUP-001,Supplier A,MN-5544,2024-10-19,2024-10-28,226,207,9,19
PO10370,SUP-001,Supplier A,AX-4312,2026-02-05,2026-02-11,391,364,6,27
PO10371,SUP-003,Supplier C,MN-5544,2024-11-08,2024-11-16,98,92,8,6
PO10372,SUP-003,Supplier C,MN-5544,2025-05-24,2025-05-25,273,261,1,12
PO10373,SUP-003,Supplier C,MN-5544,2025-03-15,2025-03-22,260,229,7,31
PO10374,SUP-002,Supplier B,MN-5544,2025-08-18,2025-08-19,335,320,1,15
PO10375,SUP-003,Supplier C,AX-4312,2025-07-19,2025-07-27,68,51,8,17
PO10376,SUP-003,Supplier C,BR-2208,2025-05-29,2025-05-30,127,126,1,1
PO10377,SUP-001,Supplier A,AX-4312,2025-02-11,2025-02-17,162,133,6,29
PO10378,SUP-001,Supplier A,MN-5544,2024-05-28,2024-06-03,368,365,6,3
PO10379,SUP-002,Supplier B,ZX-9910,2025-05-21,2025-05-22,313,285,1,28
PO10380,SUP-002,Supplier B,AX-4312,2025-02-28,2025-03-07,180,149,7,31
PO10381,SUP-002,Supplier B,ZX-9910,2024-12-20,2024-12-30,211,179,10,32
PO10382,SUP-002,Supplier B,MN-5544,2025-06-15,2025-06-22,104,77,7,27
PO10383,SUP-002,Supplier B,ZX-9910,2025-06-11,2025-06-13,398,391,2,7
PO10384,SUP-001,Supplier A,AX-4312,2024-12-25,2024-12-26,362,360,1,2
PO10385,SUP-003,Supplier C,ZX-9910,2024-09-10,2024-09-18,304,297,8,7
PO10386,SUP-003,Supplier C,MN-5544,2025-05-23,2025-05-29,298,262,6,36
PO10387,SUP-002,Supplier B,ZX-9910,2024-06-07,2024-06-10,100,68,3,32
PO10388,SUP-003,Supplier C,MN-5544,2025-12-16,2025-12-24,340,309,8,31
PO10389,SUP-002,Supplier B,MN-5544,2024-04-24,2024-05-02,127,96,8,31
PO10390,SUP-003,Supplier C,MN-5544,2025-10-06,2025-10-14,351,336,8,15
PO10391,SUP-002,Supplier B,BR-2208,2024-12-26,2024-12-30,214,194,4,20
PO10392,SUP-003,Supplier C,CL-7781,2024-07-17,2024-07-24,56,47,7,9
PO10393,SUP-002,Supplier B,BR-2208,2025-02-25,2025-03-04,210,188,7,22
PO10394,SUP-001,Supplier A,AX-4312,2025-01-01,2025-01-06,196,178,5,18
PO10395,SUP-002,Supplier B,AX-4312,2024-08-14,2024-08-18,334,317,4,17
PO10396,SUP-002,Supplier B,BR-2208,2025-07-19,2025-07-21,352,348,2,4
PO10397,SUP-001,Supplier A,CL-7781,2024-12-04,2024-12-08,60,59,4,1
PO10398,SUP-001,Supplier A,ZX-9910,2025-08-26,2025-08-29,168,157,3,11
PO10399,SUP-002,Supplier B,CL-7781,2024-09-10,2024-09-14,310,274,4,36
PO10400,SUP-003,Supplier C,ZX-9910,2025-11-16,2025-11-22,305,276,6,29
PO10401,SUP-003,Supplier C,BR-2208,2024-04-17,2024-04-26,275,241,9,34
PO10402,SUP-001,Supplier A,CL-7781,2024-06-04,2024-06-08,391,368,4,23
PO10403,SUP-003,Supplier C,MN-5544,2024-09-09,2024-09-10,251,222,1,29
PO10404,SUP-001,Supplier A,MN-5544,2024-11-14,2024-11-22,108,86,8,22
PO10405,SUP-003,Supplier C,BR-2208,2025-07-25,2025-07-26,164,148,1,16
PO10406,SUP-001,Supplier A,ZX-9910,2025-12-06,2025-12-15,89,88,9,1
PO10407,SUP-001,Supplier A,MN-5544,2025-12-08,2025-12-17,250,229,9,21
PO10408,SUP-002,Supplier B,CL-7781,2025-10-01,2025-10-12,53,28,11,25
PO10409,SUP-003,Supplier C,BR-2208,2024-10-24,2024-11-03,78,45,10,33
PO10410,SUP-002,Supplier B,ZX-9910,2026-01-24,2026-01-31,342,332,7,10
PO10411,SUP-003,Supplier C,ZX-9910,2025-09-27,2025-10-03,195,175,6,20
PO10412,SUP-001,Supplier A,ZX-9910,2025-06-03,2025-06-13,90,53,10,37
PO10413,SUP-001,Supplier A,BR-2208,2024-12-21,2024-12-23,66,30,2,36
PO10414,SUP-001,Supplier A,CL-7781,2025-08-27,2025-09-05,125,103,9,22
PO10415,SUP-001,Supplier A,ZX-9910,2024-06-17,2024-06-22,391,371,5,20
PO10416,SUP-001,Supplier A,MN-5544,2024-11-06,2024-11-17,362,332,11,30
PO10417,SUP-003,Supplier C,BR-2208,2024-04-04,2024-04-10,268,229,6,39
PO10418,SUP-001,Supplier A,CL-7781,2024-10-18,2024-10-20,317,311,2,6
PO10419,SUP-002,Supplier B,CL-7781,2024-04-30,2024-05-10,222,206,10,16
PO10420,SUP-003,Supplier C,MN-5544,2025-03-06,2025-03-16,239,238,10,1
PO10421,SUP-002,Supplier B,MN-5544,2024-07-05,2024-07-11,242,207,6,35
PO10422,SUP-001,Supplier A,BR-2208,2025-10-16,2025-10-19,331,303,3,28
PO10423,SUP-003,Supplier C,ZX-9910,2025-02-10,2025-02-15,316,277,5,39
PO10424,SUP-001,Supplier A,BR-2208,2024-08-23,2024-09-03,213,175,11,38
PO10425,SUP-003,Supplier C,ZX-9910,2026-01-12,2026-01-20,276,243,8,33
PO10426,SUP-002,Supplier B,CL-7781,2025-09-24,2025-10-01,160,137,7,23
PO10427,SUP-001,Supplier A,CL-7781,2025-03-24,2025-03-30,118,86,6,32
PO10428,SUP-002,Supplier B,AX-4312,2026-01-09,2026-01-19,85,66,10,19
PO10429,SUP-002,Supplier B,MN-5544,2025-06-14,2025-06-17,276,260,3,16
PO10430,SUP-001,Supplier A,BR-2208,2025-04-25,2025-05-06,250,225,11,25
PO10431,SUP-003,Supplier C,MN-5544,2024-11-15,2024-11-17,122,114,2,8
PO10432,SUP-002,Supplier B,AX-4312,2025-07-07,2025-07-15,66,66,8,0
PO10433,SUP-003,Supplier C,CL-7781,2025-07-09,2025-07-18,110,71,9,39
PO10434,SUP-003,Supplier C,MN-5544,2024-12-21,2024-12-31,74,36,10,38
PO10435,SUP-003,Supplier C,BR-2208,2024-11-10,2024-11-13,180,144,3,36
PO10436,SUP-003,Supplier C,CL-7781,2025-12-06,2025-12-09,151,118,3,33
PO10437,SUP-001,Supplier A,AX-4312,2025-10-18,2025-10-21,150,134,3,16
PO10438,SUP-002,Supplier B,MN-5544,2024-04-11,2024-04-21,106,95,10,11
PO10439,SUP-003,Supplier C,AX-4312,2025-01-20,2025-01-28,388,381,8,7
PO10440,SUP-002,Supplier B,ZX-9910,2025-04-29,2025-05-04,130,108,5,22
PO10441,SUP-003,Supplier C,AX-4312,2025-07-09,2025-07-14,247,240,5,7
PO10442,SUP-002,Supplier B,MN-5544,2024-03-17,2024-03-26,138,127,9,11
PO10443,SUP-002,Supplier B,MN-5544,2025-10-09,2025-10-20,75,44,11,31
PO10444,SUP-002,Supplier B,BR-2208,2025-10-15,2025-10-25,65,59,10,6
PO10445,SUP-001,Supplier A,AX-4312,2024-04-19,2024-04-20,331,311,1,20
PO10446,SUP-001,Supplier A,BR-2208,2025-02-13,2025-02-19,299,293,6,6
PO10447,SUP-003,Supplier C,BR-2208,2024-03-24,2024-03-29,56,48,5,8
PO10448,SUP-001,Supplier A,BR-2208,2025-08-03,2025-08-06,225,218,3,7
PO10449,SUP-001,Supplier A,MN-5544,2025-09-19,2025-09-21,364,342,2,22
PO10450,SUP-002,Supplier B,BR-2208,2025-09-21,2025-09-23,272,243,2,29
PO10451,SUP-003,Supplier C,MN-5544,2024-04-20,2024-04-24,152,136,4,16
PO10452,SUP-001,Supplier A,MN-5544,2025-02-06,2025-02-14,157,124,8,33
PO10453,SUP-002,Supplier B,BR-2208,2024-12-10,2024-12-13,342,303,3,39
PO10454,SUP-001,Supplier A,BR-2208,2024-03-08,2024-03-18,232,210,10,22
PO10455,SUP-001,Supplier A,AX-4312,2024-04-18,2024-04-25,64,61,7,3
PO10456,SUP-001,Supplier A,MN-5544,2025-09-17,2025-09-23,259,227,6,32
PO10457,SUP-003,Supplier C,MN-5544,2025-10-13,2025-10-23,157,156,10,1
PO10458,SUP-003,Supplier C,BR-2208,2024-12-15,2024-12-22,276,243,7,33
PO10459,SUP-003,Supplier C,BR-2208,2025-10-26,2025-11-06,296,284,11,12
PO10460,SUP-002,Supplier B,BR-2208,2025-01-20,2025-01-22,145,111,2,34
PO10461,SUP-002,Supplier B,BR-2208,2025-10-21,2025-11-01,88,60,11,28
PO10462,SUP-001,Supplier A,ZX-9910,2026-02-09,2026-02-10,367,352,1,15
PO10463,SUP-002,Supplier B,BR-2208,2025-02-16,2025-02-24,285,276,8,9
PO10464,SUP-003,Supplier C,MN-5544,2024-07-14,2024-07-23,389,385,9,4
PO10465,SUP-002,Supplier B,ZX-9910,2025-04-16,2025-04-17,226,224,1,2
PO10466,SUP-001,Supplier A,AX-4312,2024-12-02,2024-12-10,207,204,8,3
PO10467,SUP-003,Supplier C,ZX-9910,2024-03-07,2024-03-09,342,318,2,24
PO10468,SUP-002,Supplier B,MN-5544,2024-03-08,2024-03-09,122,108,1,14
PO10469,SUP-001,Supplier A,CL-7781,2025-02-27,2025-02-28,393,390,1,3
PO10470,SUP-002,Supplier B,CL-7781,2025-10-03,2025-10-14,342,306,11,36
PO10471,SUP-002,Supplier B,AX-4312,2025-03-29,2025-04-09,247,209,11,38
PO10472,SUP-002,Supplier B,AX-4312,2024-07-03,2024-07-11,368,345,8,23
PO10473,SUP-003,Supplier C,AX-4312,2025-07-22,2025-08-02,111,99,11,12
PO10474,SUP-001,Supplier A,ZX-9910,2025-06-09,2025-06-11,202,196,2,6
PO10475,SUP-002,Supplier B,ZX-9910,2025-03-05,2025-03-09,309,302,4,7
PO10476,SUP-001,Supplier A,CL-7781,2024-05-06,2024-05-10,398,389,4,9
PO10477,SUP-002,Supplier B,AX-4312,2024-06-12,2024-06-23,275,250,11,25
PO10478,SUP-002,Supplier B,AX-4312,2026-02-23,2026-03-04,290,288,9,2
PO10479,SUP-002,Supplier B,CL-7781,2026-01-18,2026-01-26,311,307,8,4
PO10480,SUP-002,Supplier B,MN-5544,2025-06-11,2025-06-16,103,81,5,22
PO10481,SUP-002,Supplier B,BR-2208,2025-11-04,2025-11-05,58,24,1,34
PO10482,SUP-003,Supplier C,BR-2208,2024-03-06,2024-03-10,290,256,4,34
PO10483,SUP-001,Supplier A,MN-5544,2025-02-03,2025-02-05,387,371,2,16
PO10484,SUP-002,Supplier B,MN-5544,2024-11-24,2024-12-02,52,21,8,31
PO10485,SUP-001,Supplier A,BR-2208,2024-11-13,2024-11-16,318,294,3,24
PO10486,SUP-003,Supplier C,CL-7781,2025-11-14,2025-11-23,117,104,9,13
PO10487,SUP-002,Supplier B,BR-2208,2025-12-16,2025-12-21,147,137,5,10
PO10488,SUP-002,Supplier B,ZX-9910,2024-08-27,2024-09-05,372,345,9,27
PO10489,SUP-001,Supplier A,BR-2208,2025-05-15,2025-05-24,244,220,9,24
PO10490,SUP-001,Supplier A,CL-7781,2025-04-23,2025-04-25,381,373,2,8
PO10491,SUP-002,Supplier B,MN-5544,2025-09-23,2025-10-01,74,70,8,4
PO10492,SUP-003,Supplier C,CL-7781,2024-04-01,2024-04-12,275,252,11,23
PO10493,SUP-001,Supplier A,AX-4312,2025-11-22,2025-11-28,377,373,6,4
PO10494,SUP-003,Supplier C,CL-7781,2025-02-10,2025-02-20,86,74,10,12
PO10495,SUP-002,Supplier B,MN-5544,2024-12-24,2024-12-29,130,91,5,39
PO10496,SUP-002,Supplier B,BR-2208,2024-08-27,2024-08-30,235,233,3,2
PO10497,SUP-003,Supplier C,MN-5544,2025-01-27,2025-02-04,89,56,8,33
PO10498,SUP-002,Supplier B,AX-4312,2025-03-03,2025-03-11,396,384,8,12
PO10499,SUP-003,Supplier C,CL-7781,2024-07-10,2024-07-11,311,288,1,23
PO10500,SUP-003,Supplier C,MN-5544,2024-07-23,2024-07-26,385,346,3,39
PO10501,SUP-002,Supplier B,BR-2208,2024-08-26,2024-08-27,108,96,1,12
PO10502,SUP-001,Supplier A,AX-4312,2025-02-28,2025-03-11,94,70,11,24
PO10503,SUP-001,Supplier A,BR-2208,2024-11-23,2024-11-28,219,184,5,35
PO10504,SUP-002,Supplier B,CL-7781,2025-10-14,2025-10-25,237,231,11,6
PO10505,SUP-001,Supplier A,CL-7781,2025-05-24,2025-05-29,284,254,5,30
PO10506,SUP-001,Supplier A,MN-5544,2025-03-07,2025-03-14,209,180,7,29
PO10507,SUP-001,Supplier A,ZX-9910,2024-11-08,2024-11-15,131,96,7,35
PO10508,SUP-001,Supplier A,ZX-9910,2026-02-23,2026-02-25,255,243,2,12
PO10509,SUP-001,Supplier A,AX-4312,2025-07-01,2025-07-08,273,261,7,12
PO10510,SUP-003,Supplier C,CL-7781,2025-01-12,2025-01-23,162,146,11,16
PO10511,SUP-002,Supplier B,ZX-9910,2025-06-28,2025-07-06,272,239,8,33
PO10512,SUP-003,Supplier C,BR-2208,2025-08-31,2025-09-08,212,207,8,5
PO10513,SUP-002,Supplier B,CL-7781,2025-09-02,2025-09-05,123,92,3,31
PO10514,SUP-001,Supplier A,CL-7781,2025-02-28,2025-03-02,368,341,2,27
PO10515,SUP-003,Supplier C,BR-2208,2025-07-06,2025-07-11,327,324,5,3
PO10516,SUP-001,Supplier A,ZX-9910,2024-11-28,2024-12-02,291,288,4,3
PO10517,SUP-001,Supplier A,ZX-9910,2026-01-11,2026-01-22,241,225,11,16
PO10518,SUP-003,Supplier C,CL-7781,2024-08-16,2024-08-22,242,221,6,21
PO10519,SUP-003,Supplier C,CL-7781,2025-03-29,2025-04-08,169,152,10,17
PO10520,SUP-003,Supplier C,BR-2208,2026-01-18,2026-01-20,319,291,2,28
PO10521,SUP-003,Supplier C,MN-5544,2024-10-26,2024-10-30,300,266,4,34
PO10522,SUP-001,Supplier A,AX-4312,2024-06-11,2024-06-15,56,28,4,28
PO10523,SUP-003,Supplier C,ZX-9910,2025-07-03,2025-07-14,82,77,11,5
PO10524,SUP-002,Supplier B,BR-2208,2025-03-08,2025-03-11,107,85,3,22
PO10525,SUP-001,Supplier A,CL-7781,2024-05-25,2024-06-04,275,247,10,28
PO10526,SUP-002,Supplier B,BR-2208,2025-08-04,2025-08-08,148,136,4,12
PO10527,SUP-002,Supplier B,BR-2208,2025-01-31,2025-02-09,88,74,9,14
PO10528,SUP-001,Supplier A,CL-7781,2025-10-16,2025-10-23,334,306,7,28
PO10529,SUP-002,Supplier B,ZX-9910,2024-09-26,2024-10-07,337,336,11,1
PO10530,SUP-002,Supplier B,AX-4312,2024-09-18,2024-09-22,71,61,4,10
PO10531,SUP-003,Supplier C,MN-5544,2024-07-21,2024-08-01,244,228,11,16
PO10532,SUP-003,Supplier C,AX-4312,2025-10-27,2025-11-04,141,113,8,28
PO10533,SUP-001,Supplier A,MN-5544,2024-03-14,2024-03-19,352,337,5,15
PO10534,SUP-001,Supplier A,ZX-9910,2025-04-11,2025-04-16,133,128,5,5
PO10535,SUP-002,Supplier B,MN-5544,2025-02-23,2025-02-26,306,269,3,37
PO10536,SUP-001,Supplier A,ZX-9910,2024-06-28,2024-06-30,212,188,2,24
PO10537,SUP-003,Supplier C,ZX-9910,2024-11-29,2024-12-07,61,44,8,17
PO10538,SUP-001,Supplier A,CL-7781,2026-02-22,2026-03-05,121,97,11,24
PO10539,SUP-002,Supplier B,ZX-9910,2025-10-13,2025-10-14,142,135,1,7
PO10540,SUP-002,Supplier B,CL-7781,2025-07-24,2025-08-04,223,217,11,6
PO10541,SUP-003,Supplier C,AX-4312,2024-08-28,2024-08-31,398,375,3,23
PO10542,SUP-001,Supplier A,AX-4312,2025-08-13,2025-08-23,95,81,10,14
PO10543,SUP-002,Supplier B,MN-5544,2025-08-23,2025-09-01,271,258,9,13
PO10544,SUP-001,Supplier A,CL-7781,2024-12-11,2024-12-18,322,303,7,19
PO10545,SUP-002,Supplier B,ZX-9910,2025-03-20,2025-03-24,58,21,4,37
PO10546,SUP-002,Supplier B,ZX-9910,2024-12-28,2025-01-06,368,347,9,21
PO10547,SUP-003,Supplier C,ZX-9910,2025-03-17,2025-03-23,166,165,6,1
PO10548,SUP-001,Supplier A,MN-5544,2025-08-06,2025-08-14,121,111,8,10
PO10549,SUP-001,Supplier A,BR-2208,2025-10-03,2025-10-04,121,101,1,20
PO10550,SUP-002,Supplier B,ZX-9910,2025-11-11,2025-11-13,369,352,2,17
PO10551,SUP-001,Supplier A,MN-5544,2025-01-05,2025-01-11,81,71,6,10
PO10552,SUP-001,Supplier A,BR-2208,2025-10-03,2025-10-12,338,301,9,37
PO10553,SUP-002,Supplier B,MN-5544,2025-03-06,2025-03-15,316,295,9,21
PO10554,SUP-002,Supplier B,ZX-9910,2024-06-18,2024-06-21,137,121,3,16
PO10555,SUP-002,Supplier B,AX-4312,2024-10-31,2024-11-09,95,64,9,31
PO10556,SUP-002,Supplier B,AX-4312,2024-12-11,2024-12-17,135,108,6,27
PO10557,SUP-003,Supplier C,CL-7781,2025-11-09,2025-11-13,210,201,4,9
PO10558,SUP-003,Supplier C,BR-2208,2025-07-17,2025-07-25,291,259,8,32
PO10559,SUP-001,Supplier A,ZX-9910,2025-09-21,2025-09-23,274,242,2,32
PO10560,SUP-002,Supplier B,BR-2208,2024-07-09,2024-07-18,126,101,9,25
PO10561,SUP-001,Supplier A,AX-4312,2025-07-09,2025-07-15,152,151,6,1
PO10562,SUP-001,Supplier A,CL-7781,2024-12-22,2024-12-28,139,125,6,14
PO10563,SUP-002,Supplier B,AX-4312,2025-03-25,2025-03-27,155,116,2,39
PO10564,SUP-002,Supplier B,MN-5544,2025-06-11,2025-06-22,366,364,11,2
PO10565,SUP-002,Supplier B,CL-7781,2025-04-19,2025-04-30,58,53,11,5
PO10566,SUP-002,Supplier B,MN-5544,2024-11-16,2024-11-25,272,241,9,31
PO10567,SUP-003,Supplier C,BR-2208,2026-01-30,2026-02-08,253,246,9,7
PO10568,SUP-003,Supplier C,BR-2208,2024-08-12,2024-08-20,227,200,8,27
PO10569,SUP-002,Supplier B,CL-7781,2025-03-06,2025-03-10,367,361,4,6
PO10570,SUP-001,Supplier A,MN-5544,2025-12-08,2025-12-19,133,118,11,15
PO10571,SUP-001,Supplier A,CL-7781,2025-01-29,2025-02-02,363,342,4,21
PO10572,SUP-002,Supplier B,CL-7781,2024-05-16,2024-05-26,52,39,10,13
PO10573,SUP-001,Supplier A,CL-7781,2025-09-18,2025-09-29,61,39,11,22
PO10574,SUP-002,Supplier B,BR-2208,2024-07-07,2024-07-16,350,332,9,18
PO10575,SUP-001,Supplier A,ZX-9910,2024-09-15,2024-09-22,287,252,7,35
PO10576,SUP-001,Supplier A,AX-4312,2025-05-14,2025-05-22,270,239,8,31
PO10577,SUP-003,Supplier C,ZX-9910,2024-07-05,2024-07-08,349,332,3,17
PO10578,SUP-001,Supplier A,MN-5544,2024-06-27,2024-07-03,260,239,6,21
PO10579,SUP-003,Supplier C,ZX-9910,2024-06-06,2024-06-11,361,359,5,2
PO10580,SUP-002,Supplier B,CL-7781,2025-01-20,2025-01-30,292,258,10,34
PO10581,SUP-002,Supplier B,AX-4312,2024-06-07,2024-06-13,256,224,6,32
PO10582,SUP-001,Supplier A,BR-2208,2025-06-09,2025-06-16,381,352,7,29
PO10583,SUP-002,Supplier B,MN-5544,2025-07-03,2025-07-08,208,185,5,23
PO10584,SUP-002,Supplier B,MN-5544,2025-02-13,2025-02-17,342,339,4,3
PO10585,SUP-002,Supplier B,CL-7781,2025-03-25,2025-03-29,201,170,4,31
PO10586,SUP-001,Supplier A,ZX-9910,2025-09-01,2025-09-10,299,266,9,33
PO10587,SUP-003,Supplier C,ZX-9910,2025-02-05,2025-02-09,115,101,4,14
PO10588,SUP-002,Supplier B,CL-7781,2024-10-14,2024-10-16,311,273,2,38
PO10589,SUP-002,Supplier B,MN-5544,2024-07-19,2024-07-29,292,281,10,11
PO10590,SUP-001,Supplier A,ZX-9910,2024-04-27,2024-04-30,286,269,3,17
PO10591,SUP-002,Supplier B,CL-7781,2024-06-13,2024-06-21,70,56,8,14
PO10592,SUP-002,Supplier B,MN-5544,2025-01-13,2025-01-14,331,324,1,7
PO10593,SUP-002,Supplier B,CL-7781,2025-06-17,2025-06-21,289,260,4,29
PO10594,SUP-001,Supplier A,ZX-9910,2025-09-04,2025-09-11,347,334,7,13
PO10595,SUP-001,Supplier A,AX-4312,2024-05-30,2024-06-01,342,338,2,4
PO10596,SUP-003,Supplier C,ZX-9910,2025-05-12,2025-05-18,90,77,6,13
PO10597,SUP-003,Supplier C,CL-7781,2025-11-20,2025-11-28,280,256,8,24
PO10598,SUP-003,Supplier C,CL-7781,2024-04-12,2024-04-16,179,141,4,38
PO10599,SUP-002,Supplier B,BR-2208,2024-12-09,2024-12-15,194,170,6,24
PO10600,SUP-001,Supplier A,AX-4312,2024-05-30,2024-06-08,77,76,9,1
PO10601,SUP-001,Supplier A,CL-7781,2024-04-24,2024-04-27,278,274,3,4
PO10602,SUP-002,Supplier B,AX-4312,2024-07-28,2024-07-29,213,191,1,22
PO10603,SUP-003,Supplier C,CL-7781,2026-02-10,2026-02-21,59,57,11,2
PO10604,SUP-003,Supplier C,BR-2208,2024-09-08,2024-09-14,319,304,6,15
PO10605,SUP-001,Supplier A,MN-5544,2025-07-11,2025-07-21,142,133,10,9
PO10606,SUP-001,Supplier A,CL-7781,2024-06-22,2024-07-01,306,302,9,4
PO10607,SUP-003,Supplier C,BR-2208,2025-10-03,2025-10-07,313,302,4,11
PO10608,SUP-003,Supplier C,ZX-9910,2024-08-08,2024-08-09,362,343,1,19
PO10609,SUP-001,Supplier A,BR-2208,2025-02-24,2025-03-05,156,120,9,36
PO10610,SUP-002,Supplier B,CL-7781,2024-10-15,2024-10-20,253,217,5,36
PO10611,SUP-003,Supplier C,MN-5544,2025-06-27,2025-06-28,169,142,1,27
PO10612,SUP-003,Supplier C,ZX-9910,2025-11-22,2025-11-28,157,138,6,19
PO10613,SUP-002,Supplier B,ZX-9910,2025-10-15,2025-10-17,383,382,2,1
