order_number,customer_id,customer_name,part_number,order_date,promise_date,shipped_date,qty_ordered,qty_shipped,backorder_qty,otif_flag,fill_rate
SO20234,CUST-003,Customer Z,ZX-9910,2025-03-17,2025-03-21,2025-03-22,14,5,9,0,0.35714285714285715
SO20235,CUST-003,Customer Z,BR-2208,2025-10-17,2025-10-21,2025-10-22,22,22,0,0,1.0
SO20236,CUST-002,Customer Y,ZX-9910,2025-08-21,2025-08-24,2025-08-26,35,35,0,0,1.0
SO20237,CUST-001,Customer X,CL-7781,2025-03-09,2025-03-12,2025-03-13,23,15,8,0,0.6521739130434783
SO20238,CUST-002,Customer Y,MN-5544,2025-07-10,2025-07-11,2025-07-13,33,24,9,0,0.7272727272727273
SO20239,CUST-003,Customer Z,MN-5544,2025-06-28,2025-06-30,2025-07-02,18,17,1,0,0.9444444444444444
SO20240,CUST-003,Customer Z,BR-2208,2024-10-13,2024-10-16,2024-10-15,26,24,2,0,0.9230769230769231
SO20241,CUST-002,Customer Y,CL-7781,2024-07-31,2024-08-03,2024-08-02,27,24,3,0,0.8888888888888888
SO20242,CUST-002,Customer Y,AX-4312,2024-11-07,2024-11-08,2024-11-07,35,31,4,0,0.8857142857142857
SO20243,CUST-002,Customer Y,BR-2208,2025-06-02,2025-06-04,2025-06-03,39,34,5,0,0.8717948717948718
SO20244,CUST-002,Customer Y,ZX-9910,2026-02-21,2026-02-25,2026-02-26,33,27,6,0,0.8181818181818182
SO20245,CUST-002,Customer Y,BR-2208,2024-06-04,2024-06-08,2024-06-09,5,2,3,0,0.4
SO20246,CUST-003,Customer Z,MN-5544,2025-03-31,2025-04-01,2025-04-01,23,23,0,1,1.0
SO20247,CUST-002,Customer Y,CL-7781,2024-05-12,2024-05-14,2024-05-14,18,18,0,1,1.0
SO20248,CUST-003,Customer Z,CL-7781,2024-05-04,2024-05-05,2024-05-05,16,10,6,0,0.625
SO20249,CUST-002,Customer Y,CL-7781,2025-02-07,2025-02-10,2025-02-10,37,37,0,1,1.0
SO20250,CUST-003,Customer Z,ZX-9910,2024-08-18,2024-08-19,2024-08-18,10,2,8,0,0.2
SO20251,CUST-003,Customer Z,MN-5544,2024-08-29,2024-09-02,2024-09-02,37,34,3,0,0.918918918918919
SO20252,CUST-003,Customer Z,CL-7781,2024-04-03,2024-04-05,2024-04-07,14,6,8,0,0.42857142857142855
SO20253,CUST-003,Customer Z,BR-2208,2024-03-27,2024-03-30,2024-03-29,7,6,1,0,0.8571428571428571
SO20254,CUST-002,Customer Y,ZX-9910,2025-06-24,2025-06-28,2025-06-28,32,30,2,0,0.9375
SO20255,CUST-001,Customer X,CL-7781,2025-02-03,2025-02-06,2025-02-05,36,36,0,1,1.0
SO20256,CUST-001,Customer X,CL-7781,2025-04-12,2025-04-14,2025-04-13,9,2,7,0,0.2222222222222222
SO20257,CUST-003,Customer Z,MN-5544,2025-08-15,2025-08-18,2025-08-17,11,4,7,0,0.36363636363636365
SO20258,CUST-002,Customer Y,BR-2208,2024-03-17,2024-03-20,2024-03-20,27,26,1,0,0.9629629629629629
SO20259,CUST-002,Customer Y,ZX-9910,2025-03-30,2025-04-03,2025-04-05,11,11,0,0,1.0
SO20260,CUST-003,Customer Z,AX-4312,2025-12-16,2025-12-17,2025-12-16,32,25,7,0,0.78125
SO20261,CUST-003,Customer Z,BR-2208,2024-06-13,2024-06-16,2024-06-18,8,7,1,0,0.875
SO20262,CUST-003,Customer Z,MN-5544,2025-01-21,2025-01-22,2025-01-21,9,4,5,0,0.4444444444444444
SO20263,CUST-003,Customer Z,CL-7781,2025-08-19,2025-08-21,2025-08-21,30,30,0,1,1.0
SO20264,CUST-001,Customer X,CL-7781,2024-06-22,2024-06-26,2024-06-27,30,30,0,0,1.0
SO20265,CUST-001,Customer X,MN-5544,2024-03-13,2024-03-14,2024-03-16,24,20,4,0,0.8333333333333334
SO20266,CUST-003,Customer Z,AX-4312,2025-04-07,2025-04-08,2025-04-09,30,24,6,0,0.8
SO20267,CUST-003,Customer Z,AX-4312,2025-02-15,2025-02-17,2025-02-17,35,32,3,0,0.9142857142857143
SO20268,CUST-002,Customer Y,BR-2208,2024-03-26,2024-03-28,2024-03-30,5,0,5,0,0.0
SO20269,CUST-002,Customer Y,ZX-9910,2025-04-27,2025-04-28,2025-04-29,30,22,8,0,0.7333333333333333
SO20270,CUST-001,Customer X,AX-4312,2024-06-28,2024-06-30,2024-07-01,20,13,7,0,0.65
SO20271,CUST-002,Customer Y,CL-7781,2025-09-03,2025-09-05,2025-09-05,7,6,1,0,0.8571428571428571
SO20272,CUST-002,Customer Y,ZX-9910,2024-07-16,2024-07-17,2024-07-17,28,20,8,0,0.7142857142857143
SO20273,CUST-001,Customer X,CL-7781,2025-07-08,2025-07-09,2025-07-09,11,7,4,0,0.6363636363636364
SO20274,CUST-002,Customer Y,BR-2208,2025-08-29,2025-09-01,2025-08-31,26,26,0,1,1.0
SO20275,CUST-002,Customer Y,AX-4312,2025-09-04,2025-09-08,2025-09-10,25,19,6,0,0.76
SO20276,CUST-001,Customer X,AX-4312,2024-04-09,2024-04-13,2024-04-15,12,3,9,0,0.25
SO20277,CUST-001,Customer X,MN-5544,2024-06-29,2024-06-30,2024-06-29,29,21,8,0,0.7241379310344828
SO20278,CUST-003,Customer Z,AX-4312,2025-06-05,2025-06-06,2025-06-06,23,20,3,0,0.8695652173913043
SO20279,CUST-001,Customer X,ZX-9910,2024-09-22,2024-09-24,2024-09-23,33,28,5,0,0.8484848484848485
SO20280,CUST-003,Customer Z,MN-5544,2024-05-29,2024-05-30,2024-06-01,29,24,5,0,0.8275862068965517
SO20281,CUST-003,Customer Z,MN-5544,2024-10-06,2024-10-10,2024-10-10,24,22,2,0,0.9166666666666666
SO20282,CUST-003,Customer Z,CL-7781,2025-03-28,2025-03-31,2025-04-01,22,13,9,0,0.5909090909090909
SO20283,CUST-003,Customer Z,MN-5544,2025-10-04,2025-10-08,2025-10-10,12,12,0,0,1.0
SO20284,CUST-001,Customer X,MN-5544,2025-10-23,2025-10-26,2025-10-25,37,34,3,0,0.918918918918919
SO20285,CUST-002,Customer Y,AX-4312,2024-09-04,2024-09-06,2024-09-08,30,23,7,0,0.7666666666666667
SO20286,CUST-001,Customer X,BR-2208,2026-02-24,2026-02-26,2026-02-27,36,30,6,0,0.8333333333333334
SO20287,CUST-002,Customer Y,CL-7781,2024-08-17,2024-08-18,2024-08-19,16,9,7,0,0.5625
SO20288,CUST-002,Customer Y,MN-5544,2024-11-19,2024-11-23,2024-11-25,26,25,1,0,0.9615384615384616
SO20289,CUST-001,Customer X,ZX-9910,2024-06-03,2024-06-06,2024-06-08,24,17,7,0,0.7083333333333334
SO20290,CUST-002,Customer Y,MN-5544,2025-09-10,2025-09-12,2025-09-11,14,11,3,0,0.7857142857142857
SO20291,CUST-001,Customer X,MN-5544,2024-06-30,2024-07-03,2024-07-05,20,17,3,0,0.85
SO20292,CUST-002,Customer Y,AX-4312,2025-01-01,2025-01-02,2025-01-04,23,19,4,0,0.8260869565217391
SO20293,CUST-001,Customer X,BR-2208,2025-05-01,2025-05-03,2025-05-02,13,5,8,0,0.38461538461538464
SO20294,CUST-002,Customer Y,MN-5544,2024-03-04,2024-03-07,2024-03-06,12,11,1,0,0.9166666666666666
SO20295,CUST-002,Customer Y,ZX-9910,2024-05-26,2024-05-27,2024-05-28,37,37,0,0,1.0
SO20296,CUST-002,Customer Y,AX-4312,2024-08-06,2024-08-10,2024-08-10,9,8,1,0,0.8888888888888888
SO20297,CUST-002,Customer Y,CL-7781,2025-06-02,2025-06-03,2025-06-03,5,3,2,0,0.6
SO20298,CUST-001,Customer X,CL-7781,2025-02-28,2025-03-02,2025-03-01,12,10,2,0,0.8333333333333334
SO20299,CUST-002,Customer Y,ZX-9910,2024-12-22,2024-12-24,2024-12-23,9,3,6,0,0.3333333333333333
SO20300,CUST-002,Customer Y,ZX-9910,2025-02-27,2025-03-03,2025-03-04,22,21,1,0,0.9545454545454546
SO20301,CUST-002,Customer Y,CL-7781,2025-03-10,2025-03-11,2025-03-12,37,36,1,0,0.972972972972973
SO20302,CUST-002,Customer Y,CL-7781,2024-07-19,2024-07-20,2024-07-19,20,15,5,0,0.75
SO20303,CUST-002,Customer Y,MN-5544,2024-09-06,2024-09-07,2024-09-08,18,14,4,0,0.7777777777777778
SO20304,CUST-002,Customer Y,MN-5544,2024-04-22,2024-04-25,2024-04-27,29,24,5,0,0.8275862068965517
SO20305,CUST-003,Customer Z,CL-7781,2024-05-03,2024-05-05,2024-05-06,20,17,3,0,0.85
SO20306,CUST-001,Customer X,MN-5544,2024-03-21,2024-03-22,2024-03-24,16,16,0,0,1.0
SO20307,CUST-001,Customer X,ZX-9910,2025-09-19,2025-09-20,2025-09-22,31,23,8,0,0.7419354838709677
SO20308,CUST-003,Customer Z,AX-4312,2024-05-18,2024-05-19,2024-05-21,9,1,8,0,0.1111111111111111
SO20309,CUST-002,Customer Y,AX-4312,2024-09-27,2024-09-30,2024-10-01,37,29,8,0,0.7837837837837838
SO20310,CUST-001,Customer X,MN-5544,2024-05-25,2024-05-27,2024-05-27,13,5,8,0,0.38461538461538464
SO20311,CUST-002,Customer Y,MN-5544,2024-12-18,2024-12-20,2024-12-20,33,27,6,0,0.8181818181818182
SO20312,CUST-002,Customer Y,CL-7781,2025-12-05,2025-12-08,2025-12-10,21,14,7,0,0.6666666666666666
SO20313,CUST-001,Customer X,AX-4312,2024-06-08,2024-06-10,2024-06-10,7,3,4,0,0.42857142857142855
SO20314,CUST-001,Customer X,ZX-9910,2025-07-25,2025-07-27,2025-07-28,27,21,6,0,0.7777777777777778
SO20315,CUST-001,Customer X,AX-4312,2024-12-23,2024-12-25,2024-12-25,27,22,5,0,0.8148148148148148
SO20316,CUST-002,Customer Y,CL-7781,2024-09-24,2024-09-26,2024-09-25,17,9,8,0,0.5294117647058824
SO20317,CUST-002,Customer Y,BR-2208,2024-06-26,2024-06-28,2024-06-29,26,26,0,0,1.0
SO20318,CUST-001,Customer X,BR-2208,2024-09-25,2024-09-28,2024-09-28,13,10,3,0,0.7692307692307693
SO20319,CUST-001,Customer X,BR-2208,2025-05-16,2025-05-18,2025-05-20,26,19,7,0,0.7307692307692307
SO20320,CUST-002,Customer Y,BR-2208,2025-11-14,2025-11-17,2025-11-16,21,18,3,0,0.8571428571428571
SO20321,CUST-002,Customer Y,AX-4312,2024-09-13,2024-09-14,2024-09-13,35,27,8,0,0.7714285714285715
SO20322,CUST-001,Customer X,AX-4312,2024-09-28,2024-10-01,2024-10-01,11,5,6,0,0.45454545454545453
SO20323,CUST-001,Customer X,ZX-9910,2025-06-17,2025-06-21,2025-06-22,9,5,4,0,0.5555555555555556
SO20324,CUST-003,Customer Z,AX-4312,2025-08-12,2025-08-13,2025-08-13,13,8,5,0,0.6153846153846154
SO20325,CUST-002,Customer Y,AX-4312,2026-01-13,2026-01-14,2026-01-15,20,16,4,0,0.8
SO20326,CUST-001,Customer X,MN-5544,2025-12-08,2025-12-10,2025-12-10,20,16,4,0,0.8
SO20327,CUST-001,Customer X,ZX-9910,2025-05-02,2025-05-05,2025-05-04,17,10,7,0,0.5882352941176471
SO20328,CUST-002,Customer Y,ZX-9910,2026-01-09,2026-01-12,2026-01-12,30,21,9,0,0.7
SO20329,CUST-001,Customer X,AX-4312,2025-06-16,2025-06-19,2025-06-18,33,29,4,0,0.8787878787878788
SO20330,CUST-002,Customer Y,AX-4312,2025-10-23,2025-10-24,2025-10-23,27,20,7,0,0.7407407407407407
SO20331,CUST-001,Customer X,BR-2208,2025-06-16,2025-06-19,2025-06-20,11,8,3,0,0.7272727272727273
SO20332,CUST-003,Customer Z,CL-7781,2026-01-16,2026-01-19,2026-01-20,7,1,6,0,0.14285714285714285
SO20333,CUST-002,Customer Y,MN-5544,2025-12-07,2025-12-09,2025-12-10,5,0,5,0,0.0
SO20334,CUST-002,Customer Y,AX-4312,2024-05-06,2024-05-10,2024-05-09,35,33,2,0,0.9428571428571428
SO20335,CUST-003,Customer Z,BR-2208,2025-11-12,2025-11-15,2025-11-17,19,19,0,0,1.0
SO20336,CUST-001,Customer X,ZX-9910,2025-03-11,2025-03-12,2025-03-13,30,27,3,0,0.9
SO20337,CUST-001,Customer X,CL-7781,2024-04-17,2024-04-18,2024-04-20,17,17,0,0,1.0
SO20338,CUST-002,Customer Y,MN-5544,2024-06-30,2024-07-01,2024-06-30,18,12,6,0,0.6666666666666666
SO20339,CUST-002,Customer Y,AX-4312,2025-05-20,2025-05-22,2025-05-24,8,2,6,0,0.25
SO20340,CUST-003,Customer Z,CL-7781,2024-12-12,2024-12-16,2024-12-17,8,6,2,0,0.75
SO20341,CUST-002,Customer Y,AX-4312,2024-03-14,2024-03-17,2024-03-18,13,9,4,0,0.6923076923076923
SO20342,CUST-002,Customer Y,BR-2208,2025-02-04,2025-02-05,2025-02-05,14,10,4,0,0.7142857142857143
SO20343,CUST-002,Customer Y,ZX-9910,2024-09-24,2024-09-27,2024-09-28,10,1,9,0,0.1
SO20344,CUST-001,Customer X,MN-5544,2024-11-11,2024-11-13,2024-11-12,17,15,2,0,0.8823529411764706
SO20345,CUST-003,Customer Z,CL-7781,2024-10-01,2024-10-03,2024-10-05,23,23,0,0,1.0
SO20346,CUST-003,Customer Z,ZX-9910,2024-03-15,2024-03-19,2024-03-21,26,25,1,0,0.9615384615384616
SO20347,CUST-003,Customer Z,MN-5544,2025-10-21,2025-10-25,2025-10-25,15,15,0,1,1.0
SO20348,CUST-001,Customer X,BR-2208,2024-09-16,2024-09-19,2024-09-20,12,7,5,0,0.5833333333333334
SO20349,CUST-001,Customer X,ZX-9910,2025-10-06,2025-10-10,2025-10-11,12,4,8,0,0.3333333333333333
SO20350,CUST-001,Customer X,BR-2208,2024-05-19,2024-05-21,2024-05-21,20,15,5,0,0.75
SO20351,CUST-003,Customer Z,BR-2208,2025-04-30,2025-05-01,2025-04-30,30,28,2,0,0.9333333333333333
SO20352,CUST-001,Customer X,MN-5544,2024-12-31,2025-01-04,2025-01-06,18,11,7,0,0.6111111111111112
SO20353,CUST-003,Customer Z,CL-7781,2025-01-10,2025-01-14,2025-01-16,30,23,7,0,0.7666666666666667
SO20354,CUST-001,Customer X,MN-5544,2025-06-10,2025-06-13,2025-06-15,6,0,6,0,0.0
SO20355,CUST-003,Customer Z,MN-5544,2024-09-13,2024-09-17,2024-09-19,6,0,6,0,0.0
SO20356,CUST-002,Customer Y,AX-4312,2024-04-11,2024-04-12,2024-04-14,16,8,8,0,0.5
SO20357,CUST-001,Customer X,CL-7781,2025-02-26,2025-03-02,2025-03-01,32,27,5,0,0.84375
SO20358,CUST-003,Customer Z,CL-7781,2025-06-24,2025-06-25,2025-06-25,26,18,8,0,0.6923076923076923
SO20359,CUST-002,Customer Y,BR-2208,2025-04-22,2025-04-23,2025-04-23,10,9,1,0,0.9
SO20360,CUST-002,Customer Y,CL-7781,2025-07-20,2025-07-24,2025-07-26,19,12,7,0,0.631578947368421
SO20361,CUST-002,Customer Y,ZX-9910,2025-09-08,2025-09-09,2025-09-10,11,11,0,0,1.0
SO20362,CUST-001,Customer X,CL-7781,2025-11-24,2025-11-26,2025-11-28,26,20,6,0,0.7692307692307693
SO20363,CUST-003,Customer Z,MN-5544,2025-07-18,2025-07-21,2025-07-20,17,11,6,0,0.6470588235294118
SO20364,CUST-003,Customer Z,AX-4312,2025-12-20,2025-12-22,2025-12-22,33,28,5,0,0.8484848484848485
SO20365,CUST-003,Customer Z,CL-7781,2025-03-21,2025-03-22,2025-03-21,9,0,9,0,0.0
SO20366,CUST-001,Customer X,MN-5544,2024-06-14,2024-06-17,2024-06-18,14,12,2,0,0.8571428571428571
SO20367,CUST-002,Customer Y,ZX-9910,2024-04-07,2024-04-08,2024-04-09,39,30,9,0,0.7692307692307693
SO20368,CUST-003,Customer Z,BR-2208,2025-04-23,2025-04-25,2025-04-25,12,9,3,0,0.75
SO20369,CUST-002,Customer Y,MN-5544,2025-11-21,2025-11-22,2025-11-24,11,5,6,0,0.45454545454545453
SO20370,CUST-002,Customer Y,BR-2208,2024-09-23,2024-09-26,2024-09-26,26,22,4,0,0.8461538461538461
SO20371,CUST-003,Customer Z,ZX-9910,2024-04-10,2024-04-11,2024-04-12,23,23,0,0,1.0
SO20372,CUST-003,Customer Z,BR-2208,2025-03-13,2025-03-17,2025-03-17,7,4,3,0,0.5714285714285714
SO20373,CUST-002,Customer Y,CL-7781,2024-10-13,2024-10-14,2024-10-15,32,27,5,0,0.84375
SO20374,CUST-002,Customer Y,CL-7781,2025-09-13,2025-09-15,2025-09-16,27,27,0,0,1.0
SO20375,CUST-002,Customer Y,ZX-9910,2024-07-18,2024-07-22,2024-07-23,28,24,4,0,0.8571428571428571
SO20376,CUST-002,Customer Y,BR-2208,2024-07-06,2024-07-07,2024-07-07,17,13,4,0,0.7647058823529411
SO20377,CUST-001,Customer X,ZX-9910,2024-11-24,2024-11-25,2024-11-26,32,31,1,0,0.96875
SO20378,CUST-001,Customer X,BR-2208,2024-03-30,2024-04-03,2024-04-04,39,30,9,0,0.7692307692307693
SO20379,CUST-003,Customer Z,AX-4312,2025-05-28,2025-05-29,2025-05-30,22,22,0,0,1.0
SO20380,CUST-002,Customer Y,CL-7781,2025-11-29,2025-11-30,2025-12-02,35,31,4,0,0.8857142857142857
SO20381,CUST-001,Customer X,CL-7781,2025-05-13,2025-05-16,2025-05-18,6,6,0,0,1.0
SO20382,CUST-001,Customer X,AX-4312,2024-05-14,2024-05-17,2024-05-16,36,35,1,0,0.9722222222222222
SO20383,CUST-003,Customer Z,MN-5544,2024-08-17,2024-08-18,2024-08-18,11,2,9,0,0.18181818181818182
SO20384,CUST-003,Customer Z,ZX-9910,2026-01-13,2026-01-15,2026-01-14,39,37,2,0,0.9487179487179487
SO20385,CUST-003,Customer Z,AX-4312,2025-09-25,2025-09-28,2025-09-27,8,0,8,0,0.0
SO20386,CUST-002,Customer Y,AX-4312,2024-12-18,2024-12-22,2024-12-24,24,23,1,0,0.9583333333333334
SO20387,CUST-001,Customer X,MN-5544,2025-11-28,2025-12-01,2025-12-03,5,3,2,0,0.6
SO20388,CUST-002,Customer Y,AX-4312,2025-03-12,2025-03-13,2025-03-13,21,13,8,0,0.6190476190476191
SO20389,CUST-002,Customer Y,CL-7781,2024-11-26,2024-11-28,2024-11-29,17,15,2,0,0.8823529411764706
SO20390,CUST-001,Customer X,BR-2208,2025-04-29,2025-05-02,2025-05-02,17,15,2,0,0.8823529411764706
SO20391,CUST-001,Customer X,CL-7781,2024-05-17,2024-05-19,2024-05-21,22,16,6,0,0.7272727272727273
SO20392,CUST-003,Customer Z,ZX-9910,2025-07-19,2025-07-20,2025-07-22,34,25,9,0,0.7352941176470589
SO20393,CUST-002,Customer Y,ZX-9910,2025-01-17,2025-01-18,2025-01-19,19,12,7,0,0.631578947368421
SO20394,CUST-003,Customer Z,MN-5544,2025-09-27,2025-09-30,2025-10-01,6,0,6,0,0.0
SO20395,CUST-002,Customer Y,CL-7781,2025-06-14,2025-06-18,2025-06-19,17,10,7,0,0.5882352941176471
SO20396,CUST-003,Customer Z,BR-2208,2024-04-14,2024-04-15,2024-04-16,35,26,9,0,0.7428571428571429
SO20397,CUST-001,Customer X,MN-5544,2025-03-08,2025-03-09,2025-03-11,10,1,9,0,0.1
SO20398,CUST-002,Customer Y,MN-5544,2025-11-18,2025-11-20,2025-11-20,8,0,8,0,0.0
SO20399,CUST-002,Customer Y,MN-5544,2026-01-25,2026-01-28,2026-01-28,12,6,6,0,0.5
SO20400,CUST-001,Customer X,BR-2208,2026-01-18,2026-01-19,2026-01-21,7,7,0,0,1.0
SO20401,CUST-002,Customer Y,MN-5544,2025-07-11,2025-07-13,2025-07-14,33,32,1,0,0.9696969696969697
SO20402,CUST-001,Customer X,CL-7781,2024-04-20,2024-04-24,2024-04-26,26,23,3,0,0.8846153846153846
SO20403,CUST-002,Customer Y,ZX-9910,2025-01-22,2025-01-23,2025-01-25,10,5,5,0,0.5
SO20404,CUST-002,Customer Y,MN-5544,2025-03-07,2025-03-09,2025-03-10,30,30,0,0,1.0
SO20405,CUST-002,Customer Y,MN-5544,2024-06-20,2024-06-24,2024-06-26,39,34,5,0,0.8717948717948718
SO20406,CUST-001,Customer X,ZX-9910,2024-10-30,2024-11-02,2024-11-04,19,18,1,0,0.9473684210526315
SO20407,CUST-001,Customer X,ZX-9910,2025-05-21,2025-05-24,2025-05-23,31,25,6,0,0.8064516129032258
SO20408,CUST-001,Customer X,CL-7781,2025-05-02,2025-05-05,2025-05-07,39,33,6,0,0.8461538461538461
SO20409,CUST-003,Customer Z,ZX-9910,2025-03-03,2025-03-04,2025-03-04,13,9,4,0,0.6923076923076923
SO20410,CUST-003,Customer Z,ZX-9910,2024-10-10,2024-10-14,2024-10-15,37,35,2,0,0.9459459459459459
SO20411,CUST-003,Customer Z,BR-2208,2024-07-03,2024-07-06,2024-07-07,27,27,0,0,1.0
SO20412,CUST-002,Customer Y,BR-2208,2024-05-13,2024-05-16,2024-05-15,28,20,8,0,0.7142857142857143
SO20413,CUST-003,Customer Z,CL-7781,2026-01-25,2026-01-28,2026-01-29,32,25,7,0,0.78125
SO20414,CUST-003,Customer Z,CL-7781,2025-12-18,2025-12-20,2025-12-21,7,7,0,0,1.0
SO20415,CUST-001,Customer X,ZX-9910,2024-06-18,2024-06-21,2024-06-20,36,28,8,0,0.7777777777777778
SO20416,CUST-003,Customer Z,BR-2208,2025-07-04,2025-07-05,2025-07-05,27,24,3,0,0.8888888888888888
SO20417,CUST-003,Customer Z,CL-7781,2024-08-10,2024-08-12,2024-08-11,11,6,5,0,0.5454545454545454
SO20418,CUST-003,Customer Z,BR-2208,2025-02-06,2025-02-10,2025-02-11,21,18,3,0,0.8571428571428571
SO20419,CUST-001,Customer X,MN-5544,2025-05-25,2025-05-28,2025-05-27,31,27,4,0,0.8709677419354839
SO20420,CUST-003,Customer Z,ZX-9910,2024-09-12,2024-09-15,2024-09-17,37,34,3,0,0.918918918918919
SO20421,CUST-002,Customer Y,ZX-9910,2025-08-10,2025-08-12,2025-08-14,9,3,6,0,0.3333333333333333
SO20422,CUST-003,Customer Z,AX-4312,2024-05-15,2024-05-16,2024-05-18,19,14,5,0,0.7368421052631579
SO20423,CUST-001,Customer X,BR-2208,2024-08-11,2024-08-12,2024-08-13,23,18,5,0,0.782608695652174
SO20424,CUST-001,Customer X,AX-4312,2024-04-13,2024-04-16,2024-04-18,28,22,6,0,0.7857142857142857
SO20425,CUST-002,Customer Y,ZX-9910,2024-05-19,2024-05-23,2024-05-23,21,21,0,1,1.0
SO20426,CUST-001,Customer X,AX-4312,2025-12-23,2025-12-27,2025-12-29,34,25,9,0,0.7352941176470589
SO20427,CUST-001,Customer X,CL-7781,2024-12-12,2024-12-15,2024-12-16,33,32,1,0,0.9696969696969697
SO20428,CUST-001,Customer X,MN-5544,2024-12-11,2024-12-15,2024-12-16,11,2,9,0,0.18181818181818182
SO20429,CUST-001,Customer X,BR-2208,2025-01-27,2025-01-30,2025-01-31,7,2,5,0,0.2857142857142857
SO20430,CUST-003,Customer Z,AX-4312,2025-11-09,2025-11-12,2025-11-14,6,0,6,0,0.0
SO20431,CUST-002,Customer Y,CL-7781,2025-10-25,2025-10-27,2025-10-28,11,8,3,0,0.7272727272727273
SO20432,CUST-003,Customer Z,MN-5544,2024-07-07,2024-07-08,2024-07-10,8,4,4,0,0.5
SO20433,CUST-002,Customer Y,MN-5544,2025-06-08,2025-06-11,2025-06-10,34,25,9,0,0.7352941176470589
SO20434,CUST-001,Customer X,MN-5544,2025-11-18,2025-11-21,2025-11-21,31,29,2,0,0.9354838709677419
SO20435,CUST-001,Customer X,BR-2208,2024-12-26,2024-12-27,2024-12-27,7,0,7,0,0.0
SO20436,CUST-003,Customer Z,AX-4312,2025-05-09,2025-05-12,2025-05-13,13,9,4,0,0.6923076923076923
SO20437,CUST-003,Customer Z,ZX-9910,2025-06-28,2025-06-29,2025-06-29,17,12,5,0,0.7058823529411765
SO20438,CUST-003,Customer Z,BR-2208,2024-11-26,2024-11-29,2024-11-28,33,31,2,0,0.9393939393939394
SO20439,CUST-001,Customer X,CL-7781,2024-04-05,2024-04-08,2024-04-09,12,9,3,0,0.75
SO20440,CUST-001,Customer X,MN-5544,2024-05-26,2024-05-30,2024-05-30,17,15,2,0,0.8823529411764706
SO20441,CUST-003,Customer Z,BR-2208,2025-05-18,2025-05-19,2025-05-19,12,4,8,0,0.3333333333333333
SO20442,CUST-002,Customer Y,BR-2208,2024-07-24,2024-07-26,2024-07-26,25,24,1,0,0.96
SO20443,CUST-003,Customer Z,BR-2208,2025-12-14,2025-12-16,2025-12-15,6,5,1,0,0.8333333333333334
SO20444,CUST-003,Customer Z,CL-7781,2024-03-27,2024-03-30,2024-04-01,8,2,6,0,0.25
SO20445,CUST-003,Customer Z,MN-5544,2024-03-25,2024-03-26,2024-03-26,24,16,8,0,0.6666666666666666
SO20446,CUST-003,Customer Z,BR-2208,2025-12-02,2025-12-04,2025-12-04,15,15,0,1,1.0
SO20447,CUST-003,Customer Z,BR-2208,2025-05-15,2025-05-17,2025-05-19,27,20,7,0,0.7407407407407407
SO20448,CUST-001,Customer X,AX-4312,2024-11-15,2024-11-19,2024-11-21,24,23,1,0,0.9583333333333334
SO20449,CUST-001,Customer X,BR-2208,2025-01-27,2025-01-31,2025-02-01,31,30,1,0,0.967741935483871
SO20450,CUST-001,Customer X,BR-2208,2025-07-19,2025-07-20,2025-07-20,8,8,0,1,1.0
SO20451,CUST-003,Customer Z,MN-5544,2024-03-22,2024-03-23,2024-03-25,39,34,5,0,0.8717948717948718
SO20452,CUST-001,Customer X,MN-5544,2024-03-13,2024-03-17,2024-03-18,12,11,1,0,0.9166666666666666
SO20453,CUST-002,Customer Y,BR-2208,2026-02-12,2026-02-14,2026-02-15,14,10,4,0,0.7142857142857143
SO20454,CUST-002,Customer Y,CL-7781,2024-07-14,2024-07-16,2024-07-16,27,25,2,0,0.9259259259259259
SO20455,CUST-003,Customer Z,ZX-9910,2024-11-07,2024-11-11,2024-11-13,14,6,8,0,0.42857142857142855
SO20456,CUST-001,Customer X,BR-2208,2024-09-19,2024-09-23,2024-09-24,38,34,4,0,0.8947368421052632
SO20457,CUST-001,Customer X,CL-7781,2025-02-24,2025-02-28,2025-02-27,12,6,6,0,0.5
SO20458,CUST-003,Customer Z,ZX-9910,2024-06-01,2024-06-03,2024-06-04,22,20,2,0,0.9090909090909091
SO20459,CUST-002,Customer Y,BR-2208,2025-08-19,2025-08-21,2025-08-20,33,25,8,0,0.7575757575757576
SO20460,CUST-002,Customer Y,MN-5544,2026-02-19,2026-02-22,2026-02-21,7,6,1,0,0.8571428571428571
SO20461,CUST-002,Customer Y,MN-5544,2025-09-01,2025-09-05,2025-09-06,14,8,6,0,0.5714285714285714
SO20462,CUST-002,Customer Y,ZX-9910,2025-07-15,2025-07-16,2025-07-15,30,28,2,0,0.9333333333333333
SO20463,CUST-003,Customer Z,CL-7781,2024-10-01,2024-10-05,2024-10-04,35,33,2,0,0.9428571428571428
SO20464,CUST-002,Customer Y,AX-4312,2025-07-06,2025-07-07,2025-07-09,16,11,5,0,0.6875
SO20465,CUST-002,Customer Y,CL-7781,2025-03-05,2025-03-06,2025-03-07,29,21,8,0,0.7241379310344828
SO20466,CUST-002,Customer Y,ZX-9910,2024-05-27,2024-05-31,2024-06-01,16,16,0,0,1.0
SO20467,CUST-003,Customer Z,CL-7781,2025-08-28,2025-08-31,2025-08-31,12,9,3,0,0.75
SO20468,CUST-001,Customer X,CL-7781,2025-12-24,2025-12-25,2025-12-24,26,20,6,0,0.7692307692307693
