snapshot_date,warehouse_id,warehouse_name,location,part_number,sku_family,on_hand_qty,available_qty,safety_stock,reorder_point,days_of_supply,stockout_flag,age_days
2025-09-14,WH-01,Warehouse WH-01,A3-03,CL-7781,CL,219,214,190,231,58,0,73
2024-12-08,WH-01,Warehouse WH-01,A4-03,MN-5544,MN,11,0,194,299,76,1,70
2025-10-30,WH-03,Warehouse WH-03,A5-03,ZX-9910,ZX,107,35,131,156,3,1,264
2024-03-16,WH-01,Warehouse WH-01,A5-02,CL-7781,CL,302,262,143,161,43,0,270
2024-04-09,WH-02,Warehouse WH-02,A1-02,MN-5544,MN,479,476,81,234,85,0,331
2026-02-18,WH-03,Warehouse WH-03,A5-05,ZX-9910,ZX,576,531,138,244,7,1,143
2025-05-21,WH-02,Warehouse WH-02,A5-04,BR-2208,BR,327,281,169,159,42,0,35
2025-07-28,WH-03,Warehouse WH-03,A4-03,BR-2208,BR,493,453,164,243,57,1,235
2024-07-02,WH-03,Warehouse WH-03,A3-03,MN-5544,MN,391,318,142,206,4,1,52
2026-01-14,WH-02,Warehouse WH-02,A3-05,MN-5544,MN,549,456,184,206,5,0,120
2026-02-14,WH-02,Warehouse WH-02,A3-01,AX-4312,AX,208,120,103,205,77,0,226
2025-11-01,WH-02,Warehouse WH-02,A2-03,CL-7781,CL,210,185,82,121,2,1,71
2025-08-24,WH-02,Warehouse WH-02,A4-04,CL-7781,CL,3,0,182,189,73,1,252
2025-07-11,WH-01,Warehouse WH-01,A3-02,AX-4312,AX,286,261,115,273,28,0,74
2025-08-10,WH-03,Warehouse WH-03,A5-03,ZX-9910,ZX,273,259,136,216,5,0,360
2025-02-05,WH-02,Warehouse WH-02,A5-02,AX-4312,AX,597,512,101,299,15,0,51
2024-06-28,WH-03,Warehouse WH-03,A1-01,AX-4312,AX,44,0,107,268,42,0,82
2025-09-20,WH-03,Warehouse WH-03,A3-03,BR-2208,BR,400,333,197,254,89,0,40
2025-11-05,WH-01,Warehouse WH-01,A2-03,AX-4312,AX,42,0,162,298,73,0,95
2024-05-10,WH-03,Warehouse WH-03,A2-04,AX-4312,AX,243,213,96,231,58,1,35
2025-01-20,WH-01,Warehouse WH-01,A3-04,CL-7781,CL,29,0,132,298,37,1,122
2024-06-26,WH-01,Warehouse WH-01,A4-04,CL-7781,CL,133,100,135,144,13,0,230
2025-10-29,WH-03,Warehouse WH-03,A4-03,AX-4312,AX,101,36,199,252,75,0,222
2025-04-22,WH-02,Warehouse WH-02,A4-05,ZX-9910,ZX,103,60,178,188,2,1,293
2025-08-31,WH-03,Warehouse WH-03,A3-03,MN-5544,MN,560,463,154,283,75,0,34
2025-12-05,WH-01,Warehouse WH-01,A4-04,BR-2208,BR,110,74,175,179,12,0,32
2025-12-05,WH-02,Warehouse WH-02,A4-05,CL-7781,CL,208,205,185,152,43,1,107
2026-01-31,WH-03,Warehouse WH-03,A4-02,CL-7781,CL,264,167,182,298,20,0,151
2025-04-15,WH-01,Warehouse WH-01,A2-05,ZX-9910,ZX,552,509,114,270,58,1,231
2025-07-11,WH-02,Warehouse WH-02,A4-02,BR-2208,BR,100,44,166,286,28,1,62
2024-05-18,WH-01,Warehouse WH-01,A4-03,MN-5544,MN,368,307,173,204,26,0,121
2024-09-03,WH-01,Warehouse WH-01,A2-05,MN-5544,MN,49,14,105,152,68,0,136
2024-08-11,WH-02,Warehouse WH-02,A5-05,MN-5544,MN,220,198,149,174,43,1,110
2024-05-14,WH-02,Warehouse WH-02,A1-03,BR-2208,BR,148,127,88,281,59,0,129
2024-04-12,WH-01,Warehouse WH-01,A1-01,AX-4312,AX,483,479,120,269,68,1,66
2025-11-04,WH-02,Warehouse WH-02,A5-04,BR-2208,BR,564,479,186,184,79,1,216
2024-07-05,WH-01,Warehouse WH-01,A4-01,CL-7781,CL,579,517,141,200,71,1,52
2026-01-17,WH-01,Warehouse WH-01,A1-04,ZX-9910,ZX,457,393,81,296,22,1,163
2026-02-16,WH-03,Warehouse WH-03,A1-05,CL-7781,CL,331,308,173,277,84,1,327
2024-09-25,WH-03,Warehouse WH-03,A1-04,CL-7781,CL,105,56,197,221,71,1,113
2025-02-13,WH-01,Warehouse WH-01,A2-03,ZX-9910,ZX,29,18,128,201,46,0,130
2024-06-03,WH-03,Warehouse WH-03,A3-01,BR-2208,BR,352,278,177,199,54,0,52
2025-04-07,WH-02,Warehouse WH-02,A1-03,CL-7781,CL,160,76,163,191,51,1,225
2025-08-29,WH-03,Warehouse WH-03,A5-03,BR-2208,BR,445,385,105,156,30,0,225
2026-01-08,WH-01,Warehouse WH-01,A5-04,MN-5544,MN,552,548,145,260,63,1,153
2025-01-03,WH-01,Warehouse WH-01,A2-04,BR-2208,BR,570,515,185,299,66,1,12
2024-11-14,WH-01,Warehouse WH-01,A5-02,AX-4312,AX,458,391,122,192,74,0,6
2025-08-03,WH-02,Warehouse WH-02,A4-02,BR-2208,BR,14,0,110,125,33,0,21
2025-01-01,WH-03,Warehouse WH-03,A1-02,BR-2208,BR,243,150,100,219,55,1,320
2025-10-21,WH-01,Warehouse WH-01,A2-05,BR-2208,BR,597,552,163,141,60,1,139
2025-02-21,WH-02,Warehouse WH-02,A4-01,CL-7781,CL,302,272,194,196,18,1,184
2024-09-04,WH-03,Warehouse WH-03,A5-01,AX-4312,AX,549,525,111,262,13,1,267
2024-10-07,WH-01,Warehouse WH-01,A3-03,AX-4312,AX,356,319,80,158,27,1,160
2025-12-31,WH-01,Warehouse WH-01,A5-05,MN-5544,MN,398,368,85,208,52,1,150
2025-08-19,WH-03,Warehouse WH-03,A2-02,AX-4312,AX,30,0,152,165,67,0,219
2025-11-06,WH-03,Warehouse WH-03,A2-05,ZX-9910,ZX,256,213,136,128,5,0,114
2025-07-30,WH-02,Warehouse WH-02,A1-05,BR-2208,BR,204,181,188,289,22,0,60
2024-09-30,WH-01,Warehouse WH-01,A2-05,CL-7781,CL,85,49,195,286,84,1,202
2024-12-14,WH-03,Warehouse WH-03,A2-04,MN-5544,MN,88,36,199,275,77,0,188
2024-05-16,WH-01,Warehouse WH-01,A5-04,BR-2208,BR,187,182,131,259,19,1,75
2024-08-12,WH-03,Warehouse WH-03,A3-03,ZX-9910,ZX,229,133,81,174,15,1,100
2024-06-29,WH-03,Warehouse WH-03,A5-03,CL-7781,CL,68,54,122,136,24,1,116
2025-11-09,WH-03,Warehouse WH-03,A4-04,BR-2208,BR,541,475,130,179,3,1,5
2024-08-31,WH-01,Warehouse WH-01,A1-05,ZX-9910,ZX,27,0,182,258,72,0,200
2026-01-17,WH-03,Warehouse WH-03,A5-03,BR-2208,BR,270,188,127,246,46,1,7
2025-09-04,WH-01,Warehouse WH-01,A1-04,CL-7781,CL,198,105,161,207,6,1,243
2024-12-05,WH-03,Warehouse WH-03,A4-02,AX-4312,AX,579,525,146,296,51,0,239
2026-01-29,WH-01,Warehouse WH-01,A3-05,CL-7781,CL,389,300,187,170,38,0,349
2025-12-31,WH-03,Warehouse WH-03,A4-04,MN-5544,MN,521,496,127,210,14,1,187
2025-10-25,WH-01,Warehouse WH-01,A5-05,CL-7781,CL,523,501,164,191,39,1,95
2026-01-21,WH-02,Warehouse WH-02,A2-04,BR-2208,BR,24,8,121,148,60,0,341
2024-07-08,WH-03,Warehouse WH-03,A3-05,AX-4312,AX,312,241,93,158,16,1,223
2025-12-21,WH-03,Warehouse WH-03,A3-02,BR-2208,BR,74,55,196,293,45,1,340
2025-01-01,WH-02,Warehouse WH-02,A2-04,CL-7781,CL,478,459,90,233,65,1,167
2024-11-02,WH-03,Warehouse WH-03,A2-02,MN-5544,MN,299,203,197,219,18,0,159
2025-07-09,WH-03,Warehouse WH-03,A5-04,CL-7781,CL,383,285,118,157,79,0,198
2024-12-29,WH-01,Warehouse WH-01,A5-01,CL-7781,CL,103,18,144,132,55,1,85
2025-09-28,WH-01,Warehouse WH-01,A3-01,MN-5544,MN,554,551,150,131,59,0,44
2025-03-27,WH-01,Warehouse WH-01,A5-04,BR-2208,BR,271,266,93,234,58,0,228
2025-04-28,WH-03,Warehouse WH-03,A2-02,MN-5544,MN,484,444,199,154,10,0,243
2024-03-29,WH-01,Warehouse WH-01,A1-05,AX-4312,AX,299,245,150,137,83,0,231
2025-05-07,WH-03,Warehouse WH-03,A4-01,AX-4312,AX,341,303,121,243,30,1,352
2025-11-06,WH-01,Warehouse WH-01,A3-02,ZX-9910,ZX,380,339,168,206,5,1,297
2025-06-26,WH-03,Warehouse WH-03,A4-03,BR-2208,BR,239,201,136,284,7,0,207
2025-12-12,WH-03,Warehouse WH-03,A2-04,AX-4312,AX,50,43,135,130,22,1,355
2025-09-20,WH-03,Warehouse WH-03,A3-04,MN-5544,MN,394,335,175,225,15,1,1
2025-10-21,WH-03,Warehouse WH-03,A4-05,ZX-9910,ZX,557,470,122,141,3,1,61
2025-05-08,WH-01,Warehouse WH-01,A5-01,AX-4312,AX,415,378,176,165,42,1,41
2024-12-26,WH-02,Warehouse WH-02,A3-05,ZX-9910,ZX,230,206,177,258,41,0,57
2024-05-17,WH-03,Warehouse WH-03,A5-05,ZX-9910,ZX,239,154,127,182,39,1,241
2024-05-12,WH-02,Warehouse WH-02,A3-01,AX-4312,AX,448,351,138,283,27,0,183
2025-12-27,WH-01,Warehouse WH-01,A1-01,ZX-9910,ZX,106,47,140,155,85,0,169
2025-04-24,WH-02,Warehouse WH-02,A2-03,BR-2208,BR,271,237,115,218,19,0,122
2025-07-02,WH-03,Warehouse WH-03,A1-05,BR-2208,BR,416,394,198,182,70,1,150
2024-11-16,WH-03,Warehouse WH-03,A3-02,ZX-9910,ZX,591,533,104,136,39,0,348
2024-06-11,WH-03,Warehouse WH-03,A4-04,MN-5544,MN,458,385,118,143,38,1,300
2025-01-04,WH-03,Warehouse WH-03,A1-03,CL-7781,CL,354,285,159,164,26,0,180
2026-02-22,WH-02,Warehouse WH-02,A4-05,MN-5544,MN,408,378,164,164,67,1,243
2024-05-13,WH-03,Warehouse WH-03,A1-04,ZX-9910,ZX,551,506,133,160,89,1,81
2024-12-15,WH-02,Warehouse WH-02,A1-05,ZX-9910,ZX,549,450,115,291,57,1,30
2025-03-05,WH-03,Warehouse WH-03,A2-03,ZX-9910,ZX,494,485,178,180,63,1,292
2025-11-17,WH-02,Warehouse WH-02,A2-02,ZX-9910,ZX,53,0,144,123,55,1,91
2024-03-19,WH-02,Warehouse WH-02,A3-05,CL-7781,CL,88,25,198,211,22,1,337
2025-06-08,WH-02,Warehouse WH-02,A4-04,AX-4312,AX,570,514,133,163,52,1,144
2024-05-15,WH-02,Warehouse WH-02,A5-04,AX-4312,AX,271,191,134,214,79,0,296
2025-10-02,WH-01,Warehouse WH-01,A1-01,MN-5544,MN,218,198,145,255,71,1,43
2025-12-04,WH-01,Warehouse WH-01,A1-02,AX-4312,AX,360,261,178,182,43,0,250
2025-09-04,WH-03,Warehouse WH-03,A3-01,CL-7781,CL,306,251,122,271,34,0,130
2024-12-19,WH-01,Warehouse WH-01,A2-04,BR-2208,BR,129,120,102,262,76,1,235
2025-11-03,WH-01,Warehouse WH-01,A5-01,ZX-9910,ZX,16,0,93,200,79,1,272
2026-02-19,WH-02,Warehouse WH-02,A5-01,ZX-9910,ZX,543,521,181,281,16,1,104
2026-02-09,WH-01,Warehouse WH-01,A4-05,CL-7781,CL,381,311,112,187,43,1,244
2025-03-11,WH-01,Warehouse WH-01,A5-01,CL-7781,CL,582,565,147,232,61,0,107
2024-05-19,WH-03,Warehouse WH-03,A2-01,CL-7781,CL,462,417,143,200,76,1,284
2024-07-14,WH-01,Warehouse WH-01,A2-03,MN-5544,MN,431,397,87,210,22,1,152
2025-03-17,WH-03,Warehouse WH-03,A2-05,MN-5544,MN,321,227,165,183,65,0,270
2025-09-25,WH-02,Warehouse WH-02,A2-02,BR-2208,BR,536,437,179,224,3,0,321
2025-12-18,WH-02,Warehouse WH-02,A2-01,MN-5544,MN,437,419,176,225,54,1,226
2025-08-20,WH-03,Warehouse WH-03,A2-02,BR-2208,BR,359,314,108,134,48,0,34
2026-01-19,WH-02,Warehouse WH-02,A3-03,CL-7781,CL,413,315,152,138,68,1,115
2024-12-02,WH-01,Warehouse WH-01,A4-02,BR-2208,BR,416,321,159,194,22,1,242
2024-11-07,WH-02,Warehouse WH-02,A1-03,ZX-9910,ZX,62,37,139,212,5,1,166
2024-05-19,WH-02,Warehouse WH-02,A5-03,MN-5544,MN,445,421,177,131,22,0,252
2024-04-07,WH-03,Warehouse WH-03,A5-01,AX-4312,AX,595,567,123,228,27,1,55
2025-08-26,WH-03,Warehouse WH-03,A2-02,AX-4312,AX,132,81,188,132,42,0,79
2024-08-11,WH-02,Warehouse WH-02,A5-03,ZX-9910,ZX,17,0,81,206,13,0,47
2024-07-02,WH-03,Warehouse WH-03,A2-01,CL-7781,CL,245,157,154,297,12,0,137
2025-11-24,WH-02,Warehouse WH-02,A5-05,ZX-9910,ZX,314,270,181,162,74,0,79
2024-07-15,WH-01,Warehouse WH-01,A4-01,BR-2208,BR,428,406,183,220,34,1,109
2025-03-09,WH-01,Warehouse WH-01,A1-05,ZX-9910,ZX,434,403,117,136,86,0,41
2025-04-06,WH-03,Warehouse WH-03,A1-05,CL-7781,CL,559,478,107,196,50,1,257
2025-08-16,WH-02,Warehouse WH-02,A3-04,ZX-9910,ZX,116,67,98,178,68,0,284
2025-11-28,WH-03,Warehouse WH-03,A2-02,CL-7781,CL,33,0,190,245,83,1,180
2026-02-01,WH-02,Warehouse WH-02,A5-05,ZX-9910,ZX,227,225,102,264,71,1,107
2025-07-08,WH-02,Warehouse WH-02,A3-01,AX-4312,AX,145,100,149,150,9,1,163
2025-06-19,WH-01,Warehouse WH-01,A3-03,AX-4312,AX,80,21,155,182,52,1,74
2024-08-03,WH-03,Warehouse WH-03,A1-04,MN-5544,MN,541,513,182,129,39,0,28
2024-11-14,WH-03,Warehouse WH-03,A3-04,ZX-9910,ZX,117,37,154,184,81,1,100
2025-06-29,WH-03,Warehouse WH-03,A4-04,ZX-9910,ZX,557,498,88,292,60,1,240
2025-12-20,WH-02,Warehouse WH-02,A1-02,CL-7781,CL,258,208,87,233,70,0,116
2024-08-07,WH-01,Warehouse WH-01,A5-05,BR-2208,BR,444,387,149,212,12,0,105
2024-03-09,WH-02,Warehouse WH-02,A1-02,AX-4312,AX,304,222,96,173,44,1,305
2026-01-12,WH-02,Warehouse WH-02,A5-02,ZX-9910,ZX,437,422,164,131,88,1,98
2024-04-10,WH-02,Warehouse WH-02,A4-04,BR-2208,BR,404,357,87,147,80,1,52
2025-12-02,WH-02,Warehouse WH-02,A2-05,MN-5544,MN,510,432,179,181,4,0,201
2024-07-02,WH-01,Warehouse WH-01,A1-04,CL-7781,CL,283,237,88,249,67,1,117
2025-10-11,WH-03,Warehouse WH-03,A1-01,CL-7781,CL,363,316,148,147,79,1,46
2024-12-23,WH-01,Warehouse WH-01,A2-01,MN-5544,MN,15,0,119,277,81,0,241
2025-03-29,WH-01,Warehouse WH-01,A2-04,BR-2208,BR,57,0,127,168,89,1,217
2025-05-30,WH-01,Warehouse WH-01,A3-02,ZX-9910,ZX,13,0,96,242,31,1,326
2025-02-04,WH-01,Warehouse WH-01,A5-03,AX-4312,AX,357,321,143,277,34,1,216
2025-07-23,WH-01,Warehouse WH-01,A3-02,BR-2208,BR,560,505,170,177,27,0,341
2024-12-16,WH-01,Warehouse WH-01,A2-04,AX-4312,AX,530,508,182,231,47,0,363
2026-02-20,WH-01,Warehouse WH-01,A5-03,CL-7781,CL,449,351,130,203,28,1,185
2025-05-07,WH-03,Warehouse WH-03,A2-01,MN-5544,MN,569,555,95,216,47,0,140
2024-09-19,WH-02,Warehouse WH-02,A4-04,AX-4312,AX,230,188,163,276,49,0,112
2024-03-25,WH-02,Warehouse WH-02,A2-04,MN-5544,MN,452,393,145,206,26,0,252
2025-04-08,WH-03,Warehouse WH-03,A5-03,AX-4312,AX,73,5,126,195,42,0,22
2025-07-14,WH-01,Warehouse WH-01,A1-05,ZX-9910,ZX,16,0,99,255,49,0,38
2025-11-13,WH-03,Warehouse WH-03,A4-01,AX-4312,AX,564,537,156,276,72,0,173
2025-06-10,WH-01,Warehouse WH-01,A3-03,CL-7781,CL,561,473,128,269,45,0,227
2025-06-08,WH-03,Warehouse WH-03,A1-03,CL-7781,CL,126,34,100,195,36,1,160
2025-08-21,WH-03,Warehouse WH-03,A1-01,AX-4312,AX,479,421,175,215,75,1,82
2024-08-17,WH-01,Warehouse WH-01,A2-03,MN-5544,MN,358,354,95,258,35,1,203
2025-03-22,WH-02,Warehouse WH-02,A3-04,ZX-9910,ZX,169,83,198,217,81,1,82
2026-01-22,WH-03,Warehouse WH-03,A3-04,BR-2208,BR,235,228,105,122,59,1,131
2025-05-17,WH-02,Warehouse WH-02,A5-05,BR-2208,BR,482,466,152,155,86,0,98
2024-10-19,WH-03,Warehouse WH-03,A4-05,MN-5544,MN,215,143,189,241,2,0,27
2024-08-13,WH-02,Warehouse WH-02,A1-01,CL-7781,CL,454,433,147,133,23,1,247
2024-07-21,WH-03,Warehouse WH-03,A5-02,ZX-9910,ZX,206,111,157,180,85,0,239
2025-08-13,WH-01,Warehouse WH-01,A5-05,BR-2208,BR,249,179,179,204,50,1,271
2026-01-10,WH-01,Warehouse WH-01,A5-03,MN-5544,MN,235,201,118,252,30,1,255
2025-11-09,WH-03,Warehouse WH-03,A2-01,ZX-9910,ZX,142,108,188,193,55,1,236
2024-09-16,WH-02,Warehouse WH-02,A5-01,BR-2208,BR,571,548,171,141,44,1,351
2025-03-29,WH-03,Warehouse WH-03,A3-02,BR-2208,BR,338,288,164,122,70,1,88
2025-10-13,WH-01,Warehouse WH-01,A3-03,AX-4312,AX,570,480,152,196,14,0,139
2025-06-26,WH-03,Warehouse WH-03,A4-03,MN-5544,MN,77,0,89,199,58,1,121
2025-04-27,WH-01,Warehouse WH-01,A4-02,MN-5544,MN,591,514,132,275,18,1,358
2025-08-07,WH-01,Warehouse WH-01,A1-02,AX-4312,AX,97,53,150,154,52,1,277
2024-12-23,WH-03,Warehouse WH-03,A4-01,BR-2208,BR,240,213,175,163,80,1,138
2024-11-26,WH-02,Warehouse WH-02,A1-02,BR-2208,BR,435,421,134,162,50,1,161
2026-01-07,WH-02,Warehouse WH-02,A3-01,BR-2208,BR,61,7,118,259,31,1,290
2025-05-12,WH-02,Warehouse WH-02,A4-03,MN-5544,MN,168,159,131,197,3,0,161
2025-07-04,WH-01,Warehouse WH-01,A1-04,CL-7781,CL,390,387,118,167,74,0,166
2026-02-04,WH-03,Warehouse WH-03,A5-03,MN-5544,MN,259,256,199,238,27,1,273
2025-05-02,WH-03,Warehouse WH-03,A1-02,ZX-9910,ZX,492,395,175,189,54,0,264
2025-08-14,WH-01,Warehouse WH-01,A4-01,CL-7781,CL,369,317,179,124,69,0,40
2025-04-04,WH-03,Warehouse WH-03,A1-03,ZX-9910,ZX,139,46,104,147,43,0,175
2025-02-22,WH-02,Warehouse WH-02,A4-01,MN-5544,MN,560,475,133,137,27,1,221
2024-04-04,WH-01,Warehouse WH-01,A5-05,BR-2208,BR,360,292,150,269,59,0,246
2024-08-21,WH-02,Warehouse WH-02,A3-04,AX-4312,AX,31,0,188,216,1,1,174
2024-09-04,WH-02,Warehouse WH-02,A3-01,ZX-9910,ZX,247,207,87,279,30,1,361
2025-07-10,WH-01,Warehouse WH-01,A3-01,CL-7781,CL,351,263,177,180,13,0,234
2024-04-11,WH-01,Warehouse WH-01,A4-01,AX-4312,AX,167,107,199,291,62,0,48
2026-01-04,WH-02,Warehouse WH-02,A2-02,ZX-9910,ZX,201,143,136,130,25,0,302
2024-04-06,WH-03,Warehouse WH-03,A3-03,ZX-9910,ZX,309,276,163,254,62,0,227
2024-05-26,WH-01,Warehouse WH-01,A5-02,AX-4312,AX,92,17,84,195,35,1,293
2026-02-18,WH-01,Warehouse WH-01,A5-01,AX-4312,AX,443,379,95,149,73,1,61
2024-09-25,WH-01,Warehouse WH-01,A4-02,ZX-9910,ZX,457,381,127,203,64,0,324
2025-08-27,WH-01,Warehouse WH-01,A1-01,AX-4312,AX,301,274,180,196,3,0,147
2025-04-26,WH-02,Warehouse WH-02,A3-03,BR-2208,BR,91,9,96,240,87,1,178
2024-12-12,WH-03,Warehouse WH-03,A2-05,CL-7781,CL,328,300,130,161,29,1,124
2024-05-26,WH-03,Warehouse WH-03,A3-02,MN-5544,MN,108,78,171,231,52,0,60
2024-11-06,WH-03,Warehouse WH-03,A2-04,AX-4312,AX,239,189,163,263,14,1,170
2025-10-06,WH-01,Warehouse WH-01,A5-02,ZX-9910,ZX,209,167,152,266,84,0,106
2025-09-19,WH-03,Warehouse WH-03,A5-02,AX-4312,AX,574,549,174,154,67,1,296
2024-09-01,WH-03,Warehouse WH-03,A3-05,CL-7781,CL,133,82,80,299,24,1,252
2024-10-16,WH-02,Warehouse WH-02,A1-03,ZX-9910,ZX,134,60,90,155,20,0,80
2025-07-14,WH-01,Warehouse WH-01,A1-03,CL-7781,CL,190,122,167,149,30,0,229
2024-11-03,WH-02,Warehouse WH-02,A3-05,ZX-9910,ZX,595,574,184,140,37,1,283
2025-06-30,WH-02,Warehouse WH-02,A1-04,MN-5544,MN,231,172,149,151,80,1,245
2026-01-20,WH-03,Warehouse WH-03,A3-01,ZX-9910,ZX,386,338,164,221,30,1,19
2025-08-16,WH-01,Warehouse WH-01,A2-05,ZX-9910,ZX,286,267,190,266,2,1,167
2025-05-03,WH-01,Warehouse WH-01,A1-02,MN-5544,MN,71,18,106,198,12,0,78
2025-05-18,WH-03,Warehouse WH-03,A3-02,BR-2208,BR,198,182,169,203,10,0,210
2024-11-14,WH-01,Warehouse WH-01,A3-04,MN-5544,MN,413,389,167,193,66,1,352
2025-08-30,WH-03,Warehouse WH-03,A2-04,AX-4312,AX,162,112,180,190,71,0,10
2025-10-14,WH-01,Warehouse WH-01,A1-01,CL-7781,CL,352,310,134,253,6,0,333
2025-02-08,WH-01,Warehouse WH-01,A3-03,AX-4312,AX,257,175,130,266,2,0,154
2025-12-12,WH-02,Warehouse WH-02,A2-04,CL-7781,CL,581,562,102,173,15,1,220
2025-06-10,WH-02,Warehouse WH-02,A2-02,AX-4312,AX,162,88,87,176,50,0,115
2025-06-13,WH-02,Warehouse WH-02,A4-03,AX-4312,AX,498,411,100,242,36,0,69
2026-01-16,WH-03,Warehouse WH-03,A2-02,CL-7781,CL,62,0,95,253,78,1,258
2024-10-30,WH-02,Warehouse WH-02,A4-05,CL-7781,CL,216,122,193,233,77,1,146
2024-12-17,WH-01,Warehouse WH-01,A5-04,ZX-9910,ZX,236,145,155,282,86,0,129
2024-11-22,WH-03,Warehouse WH-03,A2-01,AX-4312,AX,509,473,100,120,4,1,58
2025-07-30,WH-03,Warehouse WH-03,A1-01,AX-4312,AX,256,244,125,294,81,1,7
2024-07-03,WH-03,Warehouse WH-03,A3-02,AX-4312,AX,50,48,129,273,31,1,318
2024-09-24,WH-01,Warehouse WH-01,A2-03,MN-5544,MN,363,309,107,163,81,1,30
2025-11-23,WH-03,Warehouse WH-03,A5-04,AX-4312,AX,321,314,93,220,62,0,79
2025-03-25,WH-01,Warehouse WH-01,A5-04,AX-4312,AX,193,98,119,260,17,0,272
2025-07-26,WH-01,Warehouse WH-01,A3-01,MN-5544,MN,498,486,198,270,36,0,114
2025-09-11,WH-01,Warehouse WH-01,A5-05,BR-2208,BR,592,499,92,149,57,1,30
2024-10-01,WH-01,Warehouse WH-01,A1-02,BR-2208,BR,454,445,178,213,83,0,37
2024-06-18,WH-03,Warehouse WH-03,A3-05,BR-2208,BR,88,55,198,285,14,1,295
2024-10-31,WH-02,Warehouse WH-02,A3-01,BR-2208,BR,223,181,132,250,41,1,96
2024-11-07,WH-01,Warehouse WH-01,A2-05,AX-4312,AX,202,140,144,198,4,1,92
2025-10-25,WH-02,Warehouse WH-02,A5-04,MN-5544,MN,177,155,140,166,3,0,103
2025-04-25,WH-02,Warehouse WH-02,A5-04,BR-2208,BR,272,251,195,210,16,1,104
2024-07-06,WH-03,Warehouse WH-03,A4-05,ZX-9910,ZX,258,207,190,280,42,1,295
2025-08-20,WH-03,Warehouse WH-03,A2-02,BR-2208,BR,301,254,106,134,7,0,298
2024-08-31,WH-01,Warehouse WH-01,A2-02,MN-5544,MN,360,355,199,195,30,0,340
2025-12-02,WH-01,Warehouse WH-01,A5-03,BR-2208,BR,125,42,133,229,27,1,263
2024-05-27,WH-01,Warehouse WH-01,A1-05,AX-4312,AX,221,150,81,261,10,1,146
2024-11-25,WH-01,Warehouse WH-01,A2-02,ZX-9910,ZX,529,514,131,299,31,0,340
2025-02-09,WH-02,Warehouse WH-02,A2-02,CL-7781,CL,351,310,160,232,50,0,209
2025-12-17,WH-01,Warehouse WH-01,A2-01,AX-4312,AX,14,0,123,161,45,1,107
2025-10-15,WH-03,Warehouse WH-03,A5-04,ZX-9910,ZX,418,397,153,157,70,1,357
2025-03-28,WH-01,Warehouse WH-01,A5-04,BR-2208,BR,6,0,155,126,66,1,1
2025-11-13,WH-01,Warehouse WH-01,A1-05,ZX-9910,ZX,61,0,168,137,7,0,310
2025-10-06,WH-03,Warehouse WH-03,A2-03,BR-2208,BR,578,486,89,178,59,0,69
2026-02-25,WH-02,Warehouse WH-02,A4-03,MN-5544,MN,446,349,87,174,6,0,56
2024-08-30,WH-02,Warehouse WH-02,A4-05,MN-5544,MN,359,285,193,207,10,1,23
2025-05-28,WH-01,Warehouse WH-01,A5-02,AX-4312,AX,143,128,135,227,6,1,307
2025-03-31,WH-01,Warehouse WH-01,A3-05,MN-5544,MN,301,281,178,285,69,0,241
2024-06-10,WH-01,Warehouse WH-01,A2-04,CL-7781,CL,561,550,148,192,44,1,265
2024-08-11,WH-02,Warehouse WH-02,A5-02,MN-5544,MN,226,162,197,129,46,0,228
2025-09-03,WH-01,Warehouse WH-01,A2-02,CL-7781,CL,51,0,160,132,6,1,357
2024-06-22,WH-01,Warehouse WH-01,A5-03,MN-5544,MN,10,0,84,125,74,0,222
2025-04-29,WH-03,Warehouse WH-03,A2-02,AX-4312,AX,80,54,82,179,66,0,49
2025-02-13,WH-03,Warehouse WH-03,A1-03,AX-4312,AX,227,194,116,161,65,1,257
2024-09-06,WH-02,Warehouse WH-02,A2-04,AX-4312,AX,505,502,182,261,18,1,257
2024-05-18,WH-01,Warehouse WH-01,A1-04,CL-7781,CL,308,287,159,269,50,1,86
2024-03-05,WH-02,Warehouse WH-02,A4-03,AX-4312,AX,453,365,121,190,81,0,276
2024-11-05,WH-01,Warehouse WH-01,A1-01,BR-2208,BR,363,362,86,296,83,1,265
2024-07-07,WH-01,Warehouse WH-01,A4-02,AX-4312,AX,538,461,81,204,68,1,243
2025-08-15,WH-02,Warehouse WH-02,A3-01,AX-4312,AX,468,383,128,249,17,0,360
2026-01-18,WH-01,Warehouse WH-01,A5-03,AX-4312,AX,87,68,181,245,87,1,354
2025-10-23,WH-01,Warehouse WH-01,A5-05,MN-5544,MN,415,365,167,289,63,0,189
2025-06-11,WH-03,Warehouse WH-03,A2-03,CL-7781,CL,189,187,168,211,76,1,176
2024-10-17,WH-02,Warehouse WH-02,A1-04,CL-7781,CL,363,356,84,258,42,0,119
2025-02-11,WH-01,Warehouse WH-01,A2-01,MN-5544,MN,168,150,127,239,61,1,302
2024-12-10,WH-01,Warehouse WH-01,A2-03,BR-2208,BR,401,328,175,137,12,0,328
2024-06-25,WH-01,Warehouse WH-01,A1-04,AX-4312,AX,224,179,134,157,78,1,9
2025-06-14,WH-02,Warehouse WH-02,A2-01,CL-7781,CL,252,248,177,138,71,0,298
2025-04-30,WH-03,Warehouse WH-03,A5-05,CL-7781,CL,446,357,125,226,20,1,96
